"customer","purchase_amt","email","revenue","number_of_orders","number_of_orders2","recency_days","distance","weights","subclass","pred_purchase_amt"
565,59,0,307.95,8,64,37,0.425104047658445,1,"6700",21.9554211927886
566,0,1,39,1,1,498,0.261584267549342,1,"7234",8.76336189801437
567,175.5,1,1135,30,900,85,0.780631115688118,1,"7239",84.5891298924336
569,0,1,59,2,4,331,0.280166121644807,1,"7248",11.6699635320178
571,0,0,598.5,11,121,29,0.566320782329028,1,"1046",29.8458701500757
572,0,1,35,1,1,299,0.266679706059238,1,"7265",11.2537894492637
573,0,0,210.2,3,9,104,0.351723725071898,1,"7242",14.6493748254707
576,0,0,137.45,4,16,15,0.332813193438202,1,"353",16.5088162676039
577,179,0,100,2,4,334,0.294749888825693,1,"6606",9.72444045330195
578,115,1,344.9,12,144,45,0.459452940608603,1,"7288",31.9628772738992
579,0,1,98,2,4,270,0.296245289435558,1,"7295",12.8733885588522
580,0,1,44,2,4,51,0.284317952926773,1,"7298",16.1796514254753
581,0,0,29,1,1,382,0.261945470541138,1,"618",8.19487804412815
582,0,0,89,1,1,384,0.282667299304025,1,"3932",8.49474739046579
583,0,0,108.5,5,25,68,0.325625605845792,1,"5721",16.1525981393583
584,547.9,1,308.9,11,121,77,0.438390956229382,1,"7318",29.0071291821483
585,0,0,168,7,49,16,0.362219196345602,1,"4119",19.7643378929773
587,0,1,155.7,8,64,12,0.362626347337658,1,"7331",24.7913834905983
589,0,0,164,4,16,24,0.342865109610899,1,"8620",16.5864826802335
590,0,1,185,7,49,27,0.368688731345408,1,"7346",23.5514618708286
591,0,1,559,18,324,120,0.567139825804504,1,"7351",42.6505312496973
592,0,1,108.5,2,4,380,0.296246703389148,1,"7356",11.3190352922704
593,94,0,237,8,64,145,0.390793331002323,1,"6904",18.7332824731638
595,0,0,307,11,121,11,0.440285640989716,1,"2050",26.2143916899627
597,104.45,1,448.4,10,100,384,0.481704128602006,1,"7377",21.4385754803827
598,0,1,78,1,1,728,0.267386690214372,1,"7385",6.62700500574924
599,73,1,380.5,10,100,82,0.464664778702613,1,"7390",28.5314536918052
600,0,0,73,3,9,60,0.30067115105098,1,"7748",14.2467020152377
602,0,0,118,1,1,678,0.283003185209844,1,"6844",5.8365397359224
605,0,1,25.5,2,4,417,0.265692978452615,1,"7415",10.2683261698518
606,0,1,256,4,16,61,0.378525779743271,1,"7420",20.132995745959
607,0,0,532.3,22,484,154,0.558767519861877,1,"5727",41.1540866798695
609,0,0,138,6,36,489,0.32712639318172,1,"6993",10.467498793245
611,0,1,59,1,1,718,0.261249173801722,1,"7445",6.63290706432316
612,0,0,88,2,4,17,0.301427821310291,1,"2621",14.267452688251
614,179.95,0,279.2,6,36,495,0.383376903027837,1,"6592",11.331122498022
615,0,0,120,3,9,526,0.301604151488717,1,"212",8.18857566767958
617,269.2,0,101.25,4,16,106,0.3156157919348,1,"4366",14.5321117430194
619,0,0,43.5,2,4,674,0.263473046972884,1,"6627",5.97390955815274
621,0,1,204.95,6,36,27,0.371216431734667,1,"7481",22.605985073856
622,0,0,378.75,21,441,109,0.493168891328937,1,"7585",38.4048684638862
623,0,0,138,2,4,137,0.315813071645074,1,"1461",12.7199472599621
624,0,1,1822.95,60,3600,2,0.823868114187692,1,"7494",205.705138433563
625,0,1,217.9,6,36,173,0.370815922974165,1,"7500",19.3779713794277
626,0,0,90.5,5,25,13,0.320746877331474,1,"7084",17.0383217420456
627,0,0,39.95,1,1,720,0.254806365196407,1,"3535",5.21872431481915
628,0,1,73,2,4,64,0.294300404609307,1,"7514",16.2033647153066
629,0,1,360.5,10,100,16,0.45870834846916,1,"7518",30.219658361849
631,23,1,150.95,5,25,473,0.327088836256432,1,"7527",12.4029611355445
632,0,0,224,7,49,22,0.384901037574823,1,"570",20.2442791423145
634,0,1,674.5,17,289,93,0.615035183741695,1,"7538",44.2622346227079
636,68.5,1,625,11,121,101,0.574733405482194,1,"7547",33.126440402209
637,0,0,351,5,25,17,0.426690036239035,1,"2858",19.6144504573678
638,0,0,29,1,1,390,0.261687421626183,1,"2205",8.10934182344148
639,108,0,219,8,64,413,0.372807540446061,1,"4718",13.5676980002497
641,71,1,135,4,16,268,0.322567133003631,1,"7571",14.8300381733541
642,0,1,289.9,8,64,30,0.417691298994178,1,"7575",26.082502146482
643,0,1,178,6,36,27,0.360282072605386,1,"7579",22.2825879090619
644,0,1,409.25,14,196,22,0.49580147298284,1,"7585",36.8870405204509
645,0,1,140,4,16,200,0.326973709316232,1,"7591",16.1074533418559
647,0,1,76,3,9,410,0.289611651736487,1,"7596",11.3636889016614
650,0,0,19,1,1,719,0.247942310656594,1,"6021",5.15098381230737
651,0,0,117.95,3,9,425,0.304406887402312,1,"34",9.32239728471612
652,0,0,764.5,18,324,26,0.655954955368638,1,"115",43.9564333142127
653,0,1,79,1,1,407,0.278362479924984,1,"7625",10.0983175996095
654,0,1,309.7,6,36,609,0.391522202060768,1,"7630",12.2543032699235
655,260.65,1,44,1,1,709,0.256503745388982,1,"7635",6.64751173099979
656,0,0,49,1,1,163,0.276008352604466,1,"2259",10.9816405742648
657,0,0,377,15,225,14,0.485166433557334,1,"1206",32.6046987860196
658,0,0,168,7,49,22,0.361987891360619,1,"4599",19.6322499539916
661,0,0,256,4,16,373,0.366355851458391,1,"2824",11.5305552369807
662,29,0,233.5,8,64,288,0.383677748804791,1,"347",15.8658600930872
665,0,0,200,7,49,25,0.374894448696473,1,"2194",19.9134513521801
666,0,1,98,4,16,618,0.296268631123124,1,"7676",9.4248539281329
667,0,1,386.5,9,81,8,0.46544101678952,1,"7679",29.433195178177
668,0,1,325.95,9,81,216,0.430679476942396,1,"7686",22.9163928201512
669,0,1,152.5,4,16,11,0.338833428592946,1,"7690",20.1129853856779
672,0,0,90,2,4,256,0.293820937507023,1,"6778",10.6657557509116
673,0,0,267.75,8,64,141,0.403831338614786,1,"8795",19.1412219659686
674,0,1,232,8,64,377,0.379553335395293,1,"7712",17.2605938007586
675,0,0,180,5,25,21,0.355458127541388,1,"321",17.7561870485239
678,0,0,279.5,7,49,80,0.405788807656755,1,"650",19.5626926958196
679,0,1,344,6,36,21,0.429770361102415,1,"7733",24.489820868396
680,0,1,138,2,4,47,0.319067638404033,1,"7737",17.1466849838625
682,0,0,386,7,49,2,0.454599197898171,1,"1677",22.5864941008273
685,0,0,111,2,4,8,0.310287289013602,1,"7767",14.6158597928211
686,0,0,175.95,3,9,171,0.335690224926903,1,"2276",13.2518496800555
687,0,1,59,2,4,104,0.287869910546079,1,"7766",15.3397246148458
688,0,1,191.5,8,64,95,0.373971136400799,1,"7770",23.112649914894
689,0,0,89,1,1,501,0.278724724700949,1,"6020",7.27992575083171
691,0,1,95.5,3,9,26,0.310223490807914,1,"7779",18.139623138522
692,69,1,56,2,4,274,0.281027240815722,1,"7785",12.4930039460673
694,0,0,331.95,6,36,2,0.42538790497656,1,"8272",20.8212684220048
695,16.95,0,50,2,4,51,0.286458231884673,1,"6457",13.3950441457347
697,0,1,152,5,25,209,0.337269988097687,1,"7810",16.9753191961437
699,0,0,16.5,1,1,27,0.269237157710788,1,"2024",12.7314437017332
702,17,1,99.95,1,1,359,0.287420726985736,1,"7829",10.8669329808453
703,0,1,186,10,100,18,0.384357025593187,1,"7835",27.6127893212025
704,0,0,139,1,1,109,0.3104712125856,1,"8222",12.3982032181665
705,34.5,1,59,1,1,17,0.284450680973172,1,"7844",16.0272066796417
708,0,0,108.5,3,9,120,0.311734076988914,1,"3337",13.5396004170543
709,0,0,510.9,15,225,38,0.542608217068481,1,"1202",33.9879938817754
710,0,1,95.45,4,16,135,0.312388013217695,1,"7866",16.9315068280317
712,0,1,197,5,25,54,0.361027965882586,1,"7870",20.7318114476683
713,0,1,137,3,9,392,0.312690321147244,1,"7877",12.0571452514308
714,0,1,253,6,36,399,0.376356136886827,1,"7880",15.2473110277824
715,0,0,0,1,1,211,0.257679272867842,1,"4580",10.0296343461186
718,0,1,297,3,9,108,0.386910698387349,1,"7898",18.4945400944752
719,0,0,69,1,1,17,0.288024153747969,1,"8301",13.2957983869902
720,0,0,65,1,1,333,0.275931017719983,1,"5757",8.93797652910157
721,0,0,94,3,9,724,0.285326219700453,1,"1153",6.17385432671071
722,0,1,140.5,3,9,142,0.323064208828451,1,"7916",16.2853511241208
727,87.8,0,466.5,11,121,25,0.509159465791356,1,"5013",28.0359450332401
728,0,1,191.25,5,25,22,0.359940625259349,1,"7938",21.4091600770508
729,0,0,0,1,1,457,0.24990433091046,1,"6231",7.28222326339106
730,0,1,88,1,1,332,0.284074501519638,1,"7943",11.1570959172863
731,0,1,59,1,1,101,0.281605832572002,1,"7946",14.5201228152007
732,0,1,120,8,64,60,0.346505128293225,1,"7950",23.1086933223263
733,0,1,1119,11,121,314,0.755782806503361,1,"7956",34.1227405570984
735,0,0,44,1,1,399,0.266494376351541,1,"157",8.09206879193431
736,0,0,175,1,1,449,0.311804847329168,1,"2372",8.24647700677888
737,175,0,684.45,19,361,40,0.624740044711866,1,"2413",43.5538180219263
739,0,0,44,1,1,45,0.278201513077416,1,"279",12.6622913970669
741,15,1,90.5,4,16,36,0.31407988334594,1,"7981",18.9011708664274
742,0,0,121.5,3,9,29,0.319928856186425,1,"4233",15.2023317725243
745,0,1,58.5,2,4,391,0.277975485451683,1,"7992",10.8279979428385
747,179.45,0,97,4,16,44,0.316245559702263,1,"1612",15.5953292460379
748,0,0,127.05,11,121,53,0.363139612186843,1,"8098",22.8070292911448
749,39,1,78,1,1,38,0.290540052822362,1,"8010",15.8108149365373
750,0,0,154.99,5,25,23,0.3454248902728,1,"6256",17.4683035894805
751,0,1,20.5,2,4,509,0.261017670055908,1,"8018",9.10289941937419
752,0,1,151,7,49,87,0.352668602312696,1,"8021",21.6691666027363
754,0,0,123.95,4,16,30,0.327039640268164,1,"3738",16.0993414252907
755,0,1,59,2,4,24,0.290614780182038,1,"8032",16.8366767845791
757,0,1,45,2,4,510,0.26933485502201,1,"8039",9.23322346895141
758,0,1,59,2,4,392,0.278117537143301,1,"8040",10.8177857877093
760,44,1,44,1,1,466,0.264314258015381,1,"8049",9.16220359755972
762,0,1,191,5,25,235,0.351692392539718,1,"8056",16.8423659887297
763,0,0,146.65,8,64,391,0.344553625226004,1,"2111",13.3478007985964
764,0,0,259,7,49,27,0.399292736318274,1,"6412",20.5204592674372
765,0,0,203,7,49,8,0.376790962586689,1,"8660",20.3270617689138
766,0,1,147.45,6,36,95,0.345489780862125,1,"8074",20.3384882409824
767,0,0,514.75,14,196,30,0.541504360928728,1,"7282",32.8293454041808
770,0,1,10,1,1,518,0.251277152613781,1,"8087",8.38132557007236
771,0,1,33.9,2,4,686,0.259842198798116,1,"8089",7.27952549287367
773,0,0,139,1,1,27,0.31340858850715,1,"1454",13.6921972515921
774,14.5,0,175.75,6,36,379,0.345964920329124,1,"2506",12.2782118500431
775,0,1,98.5,2,4,36,0.304636931623318,1,"8108",16.9813337146258
777,0,0,197.95,5,25,3,0.363378145488871,1,"8781",18.3065616599218
779,0,0,207.5,5,25,13,0.366863334938162,1,"8075",18.1966771056673
780,0,1,26.95,1,1,491,0.257757100333549,1,"8134",8.77557777859964
783,0,1,103,4,16,28,0.31909913859281,1,"8147",19.2044589719571
785,0,0,204,4,16,3,0.359603988066917,1,"6079",17.3817265880529
786,0,0,876.9,25,625,43,0.701834340682116,1,"8883",59.1168475134216
790,0,1,220.5,5,25,106,0.368541218230196,1,"8178",19.8208971722631
792,0,1,74.85,3,9,400,0.289541194849389,1,"8185",11.4973412517488
793,0,1,149,4,16,400,0.323104237935347,1,"8188",12.7648417126653
794,0,1,96,3,9,314,0.300216587139567,1,"8190",12.9386614616405
796,0,0,143.25,5,25,53,0.339672842332388,1,"6097",16.764407670849
798,58,0,689.6,13,169,18,0.613079495950235,1,"7538",34.5900771544346
799,168,0,191.75,9,81,88,0.379317591329282,1,"8785",20.5271431901646
800,0,1,271,2,4,14,0.372870480428079,1,"8214",19.1755972891634
801,0,0,264,7,49,303,0.390376183905477,1,"8176",15.0083875962733
802,19.5,0,154,2,4,27,0.325911329364075,1,"1344",14.6530433444261
803,0,1,457.5,10,100,81,0.498317678058332,1,"8225",29.6916656923786
804,0,0,78.9,6,36,156,0.316694234120105,1,"8066",15.1552044132928
807,0,1,133.95,3,9,16,0.325161196322255,1,"8243",18.7434253981433
808,0,1,153,5,25,379,0.331345142121541,1,"8249",13.9124717764944
810,0,0,78,2,4,391,0.284872585182857,1,"3860",8.91380441394684
811,0,0,116,4,16,410,0.31025411227317,1,"6659",10.0997749682411
812,0,1,300,2,4,75,0.382398812790377,1,"8265",18.189247319817
814,0,1,335,6,36,10,0.426365822862206,1,"8272",24.6620562990424
815,0,1,748.5,28,784,458,0.633635822693669,1,"8278",49.9434584522014
816,0,1,311,8,64,340,0.41408816530553,1,"8287",18.816526857169
818,0,0,94,3,9,20,0.309876458096036,1,"3127",15.1216227578505
820,0,1,244.7,15,225,14,0.427818408732026,1,"8305",35.8953007261267
821,0,1,127,3,9,390,0.309014881610485,1,"8309",12.014025034299
822,0,1,211,5,25,384,0.354001926836991,1,"8316",14.3084068418564
825,0,0,138,2,4,32,0.319611796776095,1,"6332",14.4310524351663
826,81,0,297,7,49,51,0.414364231232508,1,"3722",20.3998922863324
827,0,0,325.5,10,100,36,0.442727454004217,1,"6787",24.5444023553163
828,0,1,189,1,1,364,0.320163346265327,1,"8337",11.4046238842282
830,0,0,109.9,2,4,311,0.299166386728602,1,"5463",10.0748892235562
831,0,0,270.75,11,121,11,0.424724643304838,1,"3824",25.7269775025718
835,0,1,88,4,16,61,0.312241891289212,1,"8359",18.3489450264998
836,0,0,103.9,4,16,189,0.313628201025839,1,"1489",13.17790149144
837,98.95,1,324.4,9,81,53,0.436695003580411,1,"8364",27.2253202407032
839,92.5,0,207.04,9,81,109,0.384803994502079,1,"931",20.2223048645372
840,0,1,290.2,13,169,21,0.44057820253809,1,"8376",33.3530799061552
841,0,1,936.45,19,361,81,0.71983573798416,1,"8382",54.2923461346861
843,0,1,69,1,1,303,0.278335639683635,1,"8391",11.4328308431547
844,0,1,238.85,8,64,189,0.38981584144664,1,"8396",21.3989026835203
845,0,0,451.95,10,100,163,0.492469958857091,1,"5945",22.8930886904232
847,0,1,94.5,3,9,9,0.310456389517352,1,"8404",18.4825119094611
849,0,1,105.95,2,4,179,0.302346461684066,1,"8409",14.4272963301978
850,147.4,1,684.35,27,729,19,0.626009828152628,1,"8412",68.2457519805035
851,0,0,119,4,16,22,0.325430036383098,1,"472",16.2038787267114
853,0,0,115,5,25,15,0.330080182177747,1,"2217",17.2362338921226
854,0,0,210,6,36,28,0.373241464741307,1,"689",18.9168288992914
855,0,0,74,1,1,581,0.270836130113386,1,"2776",6.47140597802263
856,0,0,246.9,11,121,4,0.414848962161149,1,"3211",25.5988883791982
858,0,0,29,1,1,319,0.26398333403404,1,"8927",8.89530486604823
859,0,1,45,1,1,191,0.273682560637699,1,"8444",12.9269980322051
860,0,1,241.95,7,49,114,0.388705898201143,1,"8447",22.0931042256895
861,0,1,469.45,11,121,20,0.510657459570887,1,"8449",33.2752962160007
862,0,1,122,4,16,37,0.326032665118908,1,"8454",19.2118561315591
864,0,0,99.95,1,1,453,0.284218330805434,1,"1098",7.81469280545082
865,0,0,129,1,1,5,0.310442608226741,1,"3085",13.9751711393285
867,0,1,105,1,1,53,0.299844095104897,1,"8473",15.7790250066626
869,0,0,129,3,9,77,0.32104106174611,1,"7196",14.4263907902361
870,0,1,919.75,29,841,46,0.712687673110995,1,"8485",78.0008219445599
871,0,1,368.5,2,4,380,0.398799582707114,1,"8492",13.2369669405305
872,0,1,152,3,9,402,0.317994392452479,1,"8496",12.0183525838296
873,0,1,314.95,9,81,16,0.434149744653363,1,"8502",28.1548214289992
875,0,0,711.95,13,169,13,0.622506853421312,1,"7154",35.1373486275155
877,0,0,156,3,9,386,0.320094540693601,1,"2578",10.0344051238685
878,0,1,96,2,4,401,0.290985219087566,1,"8527",10.9428299213738
879,0,1,253,6,36,10,0.391712296217234,1,"8532",23.6204260881771
881,201,0,303.5,11,121,221,0.430166153973635,1,"1174",20.8677782049584
883,225.9,0,608,20,400,14,0.595233803360529,1,"2995",44.8366386348986
884,0,1,70,2,4,68,0.293073451089412,1,"8550",16.1005305391771
885,0,0,76.75,6,36,18,0.320879187057006,1,"7480",17.7624098358679
886,0,1,1147,3,9,444,0.725187346451622,1,"8562",20.2752555099518
887,0,1,305,7,49,15,0.419225998867823,1,"8564",25.4052899106149
888,0,0,379,1,1,473,0.392006887543204,1,"1517",9.10560908976786
889,0,1,44,1,1,289,0.270098407106909,1,"8577",11.4570357630157
890,0,0,210,4,16,9,0.36179307103122,1,"3729",17.3210528213187
891,0,1,294,8,64,391,0.404840348809875,1,"8588",17.5897204606694
892,0,0,118,5,25,28,0.330761084933028,1,"7863",17.0093720514519
893,0,0,389.25,9,81,88,0.463316407291056,1,"6918",22.8318181469374
894,0,1,258,8,64,25,0.404386738238643,1,"8598",25.7905925152098
895,0,1,260.5,5,25,223,0.380354655069731,1,"8601",17.7587150193554
896,45,1,46,1,1,396,0.267276790028803,1,"8604",10.0316707130781
897,0,0,215,6,36,21,0.375563517756048,1,"699",19.1193195697127
898,187.95,1,89,1,1,679,0.272791783249958,1,"8611",7.13096112785914
900,0,1,157.45,11,121,166,0.371111849962414,1,"8619",24.4448673911098
902,0,0,373,13,169,32,0.476061765037703,1,"8475",29.1704240792204
904,0,0,172.9,5,25,433,0.337084729903833,1,"6874",10.8022543923857
905,0,1,79.8,4,16,715,0.286355103478633,1,"8635",8.21617858796803
906,0,0,266.5,8,64,122,0.404068425472778,1,"5251",19.5401106183585
907,0,0,98,5,25,154,0.318482168404464,1,"1122",14.5120918757027
908,0,1,148,2,4,44,0.322989235976883,1,"8649",17.3032802591483
909,56,1,182.5,7,49,117,0.364186345133287,1,"8652",21.326852745811
911,0,1,95.4,4,16,16,0.316651047910264,1,"8661",19.3833896831635
917,0,0,116.5,3,9,19,0.318391152558038,1,"3128",15.3376917454879
918,0,0,39.5,2,4,497,0.267871190830809,1,"8645",7.56818538550495
919,0,0,88.5,2,4,19,0.301541699644137,1,"299",14.2376805594305
922,0,1,29.5,1,1,28,0.273701108457117,1,"8698",15.5568139893088
923,58,0,319.8,11,121,126,0.441073202594428,1,"940",23.3502781063546
925,0,0,122.97,7,49,109,0.340733192112596,1,"460",17.3496485642789
926,0,1,310.5,5,25,310,0.3976878824327,1,"8718",16.5292880255285
927,0,1,100,4,16,297,0.308304540379676,1,"8723",14.0377800804774
928,0,1,34,1,1,397,0.263154034546973,1,"8727",9.94424276858152
929,0,1,44,1,1,448,0.264898837410075,1,"8732",9.3764994984557
930,0,0,39,1,1,445,0.26329646262975,1,"1761",7.59073141885185
931,0,1,83,2,4,390,0.286691696120596,1,"8744",11.0059443967908
933,0,0,451.5,9,81,482,0.474054624507207,1,"361",15.1427031568072
935,0,0,307,3,9,432,0.378269314424821,1,"1163",10.3990919652854
939,0,0,139,4,16,386,0.319798769489919,1,"877",10.5597440420046
943,88.5,1,308.95,5,25,133,0.404131790666072,1,"8795",20.1884563620703
944,0,1,266.6,17,289,37,0.441374894257765,1,"8802",38.642569790786
945,0,1,104,3,9,679,0.290451626559834,1,"8806",8.2065484629451
946,113,0,112,2,4,404,0.296688109579217,1,"5906",8.95674166018653
948,0,1,283.5,5,25,57,0.396490708578095,1,"8818",21.653902717992
949,0,1,71,2,4,37,0.294509806100241,1,"8823",16.699260232101
950,0,0,336,6,36,401,0.410910639075859,1,"1769",13.156324911837
951,0,1,208,2,4,599,0.325688557446782,1,"8830",9.12871459797819
952,0,1,108.5,2,4,90,0.306435931789869,1,"8832",16.0431283685943
953,0,0,70,4,16,15,0.307152509909615,1,"4625",15.8845450260599
954,0,1,209,6,36,84,0.370649569104258,1,"8836",21.2873005936754
955,0,0,44,1,1,390,0.266788098750215,1,"7082",8.18817800927566
956,0,0,146,3,9,65,0.327997924532372,1,"4671",14.7788074297643
958,0,0,349,10,100,26,0.453304657270912,1,"2734",25.1136106142153
959,0,1,58.5,3,9,291,0.287405321509256,1,"8854",13.0103500639514
962,0,1,182.45,4,16,2,0.351008412742696,1,"8863",20.6496171966704
963,0,0,134.5,5,25,28,0.337180422791985,1,"1835",17.1688316013418
964,87,0,96.5,3,9,165,0.305652361299186,1,"4447",12.7315049958517
965,0,0,83,2,4,491,0.283256942970861,1,"6924",7.84753829910354
966,0,1,125,1,1,517,0.291006864077404,1,"8878",9.03128688094004
967,0,0,39.5,1,1,496,0.261817736329306,1,"4893",7.09396927950241
968,0,0,75,1,1,637,0.269338423764217,1,"7989",5.99842338051883
969,0,0,193.5,3,9,29,0.347927055582341,1,"4169",15.8462836901183
972,685.45,1,987.6,33,1089,51,0.727351093692829,1,"8902",89.6268661766333
973,0,0,76,3,9,473,0.287453213897365,1,"4343",8.53104161216281
974,0,1,486.3,11,121,252,0.508346305074869,1,"8908",26.4828190173309
975,0,0,54,1,1,58,0.281288548544851,1,"2310",12.5382383840817
976,0,0,66,3,9,25,0.299326678204177,1,"2955",14.790380463581
977,0,0,389.5,14,196,38,0.486500884027124,1,"5377",30.611939008716
978,0,1,424.9,12,144,375,0.480586391341628,1,"8919",23.6322054331262
979,0,1,427,8,64,147,0.472033331443655,1,"8922",24.7493524533525
984,0,1,172,3,9,387,0.326178894217402,1,"8939",12.389626236699
985,0,1,368.8,8,64,382,0.437084703993393,1,"8940",18.530052948712
987,208,0,67.9,3,9,157,0.295417994339051,1,"7430",12.6379336555382
988,0,1,282.5,7,49,27,0.409191405652334,1,"8952",24.7911296454503
989,0,0,55,1,1,724,0.25970856667127,1,"633",5.24367849072002
990,0,0,602.95,14,196,58,0.578348576517751,1,"8347",33.3350628143481
992,0,1,161.5,6,36,22,0.353848363526007,1,"8964",22.2071373713552
994,0,1,130,3,9,43,0.322661362406636,1,"8972",18.1388927000294
995,0,0,18,1,1,114,0.266902981421988,1,"8179",11.4524146967174
996,0,0,68,1,1,383,0.275312569563133,1,"7182",8.39204979083941
997,0,1,82.95,3,9,271,0.296939225310231,1,"8985",13.5229587486146
998,0,0,206.5,4,16,23,0.359842323857089,1,"1144",17.0109662390603
999,0,1,228,6,36,464,0.363635513644304,1,"8992",13.911760762375
